val,meta
0xe34bb624055b171d777eccbbfc3baaeeffbe432c,7353364.65802938
0x83e1d994dbc9c0868cd83c7b8c4db2bd2341cb1e,7461675.18081842
0xd56353e0bdc41ad232f9d11109868703c1e2b2b9,7598298.85574292
0x05e11de553a95955151d9815ef96ad0cd8daf6de,7643091.19866846
0xa9dee54892713f43c221509cfedbd717d16791a0,7646154.16287691
0x84f04f9f5f63fcd24130317fff7abb83574a19b5,7788920.99910725
0xc9032419aa502fafa107775dca8b7d07575d9db5,7816192.95207074
0xf5f824eee591f4afbda6c5d2a096bcc261790327,8000740.40386731
0x033f74f97796d4e521506491954c71ffa75dadf4,8007232.11648233
0x57655b342b7bf1a1134b572e43eb62bbe56bf7cf,8350585.48498224
0x6725b8cd3cdbc82a6044689a8bbc64a915d200e7,8642551.16426498
0x4d17676309cb16fa991e6ae43181d08203b781f8,8699162.04150987
0x134575ff75f9882ca905ee1d78c9340c091d6056,8709909.42165271
0xe152fafbefc4b0c00194fad773818b1a55988f1a,8823382.73903692
0x67f432dd3182bb9d45532e572703d884b0f8eab6,8830281.87278031
0x9cbf099ff424979439dfba03f00b5961784c06ce,8931799.78478001
0x05bc11f64c6515bb384b05bfd3e0d0424fa65aa4,9037904.05674125
0x42efd1e0db4ada762cc5092ecbd052de7c6e72e2,9107748.0099766
0x1f244e040713b4139b4d98890db0d2d7d6468de4,9175456.77816399
0x9df8dd68c73b096cd9c0c4963fe89613df40a1cf,9356815.32333147
0xb329504622bd79329c6f82cf8c60c807df2090c4,9384278.73786881
0xa4dfe02df1aed4196a42b0009c9ee1e66af21d46,9432515.70356801
0xefc9b8e8fcd4ace39bca9e999fde1bf73a961385,9505518.00174794
0x1b7f0472add8936c4ef1e5cd0064d2e0fe38a394,9575395.04756559
0xccfa0530b9d52f970d1a2daea670ce58e4176389,9622179.70429313
0x0301e6c63f3b9cf869e77996e287ca217c6b5521,9628979.38385286
0x597568694fe6ee1b701ec8578bd57102c9a29abd,9640433.92714381
0x7f67f6a09bcb2159b094b64b4acc53d5193aea2e,9683532.78793128
0xeab23c1e3776fad145e2e3dc56bcf739f6e0a393,9769512.75986148
0xd76f1c2764a5f22548713cde767b5b752170d6d7,9809210.28147149
0x6286b9f080d27f860f6b4bb0226f8ef06cc9f2fc,10000565.9555588
0x176f3dab24a159341c0509bb36b833e7fdd0a132,10033005.680675
0xe466d6cf6e2c3f3f8345d39633d4a968ec879bd5,10108549.357598
0xa976ea51b9ba3232706af125a92e32788dc08ddc,10232162.2818072
0x6e96a8f5493d55c3a5cdbf2b2d8e049f812a929a,10502522.0264745
0x86aee25955af3e6f750bbc921b7f258b462c9cf3,10638592.9015403
0x2dee59010cbb5dd5dfc4ab90f7a63c423041b2bb,10959023.4417252
0x67c89126fb7e793a2fac54e0c4bd8baa53395767,10959110.4685705
0x935ad0fbea9572bb24138f23a69e314f0bdbddbe,11072191.96746
0x21aa30c357d4102372be8f32f7a3104c853bbe22,11218829.8772035
0x2ee3afb00e0dde92da976930047b0001c9ed2924,11321956.3393364
0x4353e2df4e3444e97e20b2bda165bdd9a23913ab,11426917.142129
0x769952be34f5f9b267e5a467149219e646968bd7,11556186.0755331
0xf368d43f148e1803ec793670183b0ca6a07d3898,11592848.7208705
0x56dfabe303ac5890c1b57aa3074e1f082be877f8,12067030.2506644
0x290171e063f123c8d72c4fea364c7059bb81b1fa,12373641.1515616
0xbebcf4b70935f029697f39f66f4e5cea315128c3,12845581.7999508
0x63503af6c43d949d9fa6c1b13f38a149e040a39e,13007603.6923852
0xd275e5cb559d6dc236a5f8002a5f0b4c8e610701,13104923.7463586
0xd48573cda0fed7144f2455c5270ffa16be389d04,13339697.675374
0xac9a1967688b9d4b53be35ea70272180e9ddd762,13340387.1564207
0xfea3f5b06d41cb1526b9caf8be63c5b37c475f23,13454354.8826687
0x78e96be52e38b3fc3445a2ed34a6e586ffab9631,13547478.3083127
0x6f652411609aca8370faf57b98b5b3a7c171723d,13622358.2973555
0x3d10ed16c911cd22d100cbc00165c918a2df66bc,13885553.1011426
0x28ec41b848c4a62a37a3054a69d2f76cc8e9677b,14115414.6391759
0x4039faec602abfc9c6ae2ca82574ee189b9b8ba6,14236622.6818439
0x8429eaa03f90bd6dfccc64863d02a9c34ae81187,14987329.9869975
0xee2826453a4fd5afeb7ceffeef3ffa2320081268,16215343.6089079
0x36c4bd54d54dd898c242f5f634f5d0cef3be2a8a,16273527.2473894
0x59a661f1c909ca13ba3e9114bfdd81e5a420705d,16315651.4276497
0xdaf92fbda8495c2bd1e5dccc4801fee49a9d222a,16932980.5872672
0x5ec6abff9bb4c673f63d077a962a29945f744857,17443219.4474794
0x1e5b92c66e4cad7963e8dacf1e8d642304c172c8,19338974.2525929
0x4d7ae594a7b3675e0508e4c0d00d9ca0c661714e,19641134.0388286
0x4196c40de33062ce03070f058922baa99b28157b,20107332.7889232
0x06e4cb4f3ba9a2916b6384acbdeaa74daaf91550,20285462.4585963
0x1ed0be7d0a9580e202f6b98c29725d5c11d10b71,24055631.5720299
0x051d091b254ecdbbb4eb8e6311b7939829380b27,26720750.0029683
0x7902d79ada34e3cb32a3faa5496334a004589925,29215738.5030492
0x67defac35e2a3f8d9a37ffa989e1b3ed70d3262b,30983633.5159386
0x9cb7e19861665366011899d74e75d4f2a419aeed,32331150.1254469
0x02ed4a07431bcc26c5519ebf8473ee221f26da8b,32965519.5545882
0xaf06acfd1bd492b913d5807d562e4fc3a6343c4e,34079538.6925457
0x64b6ebe0a55244f09dfb1e46fe59b74ab94f8be1,36204394.6573367
0xeb2993a4e44291da4020102f6d2ed8d14b1cca4c,36889331.913386
0xfafeb6c262517d7d1171a3ba836e3e2d2897835f,39135775.5598224
0x3c9ea5c4fec2a77e23dd82539f4414266fe8f757,43163147.2397246
0x99fd1378ca799ed6772fe7bcdc9b30b389518962,43229994.0842171
0xaa1582084c4f588ef9be86f5ea1a919f86a3ee57,56592681.176704
0xdaef20ea4708fcff06204a4fe9ddf41db056ba18,59082512.674728
0x19253228af13d221b8dd58fc24d63df63201401a,65853103.2001346
0x9600a48ed0f931d0c422d574e3275a90d8b22745,71295661.1407858
0x33333aea097c193e66081e930c33020272b33333,206509018.896206
